"","N1_normal","N2_normal","N3_normal","CO2_colitis","CO4_colitis","CO5_colitis","CA1_cancer","CA2_cancer","CA3_cancer","CA4_cancer"
"ENSG00000162426",1.77119573493302,1.03021336848799,3.35899555447196,1.8881750225898,2.84248134954008,1.78226592401839,2.90941560877782,2.09333777461192,4.73743317096486,3.02847741726423
"ENSG00000142599",13.2839680119976,6.18128021092792,7.83765629376791,10.3849626242439,13.2649129645204,10.6935955441103,8.72824682633347,11.5133577603656,14.2122995128946,13.1234021414783
"ENSG00000074800",410.91741050446,592.372686880592,525.12297168245,440.888867774719,311.725454666229,524.877314623415,160.987663685706,210.380446348498,198.972193180524,326.066068592115
"ENSG00000142583",0,0,1.11966518482399,0.944087511294902,3.78997513272011,0,0,12.5600266476715,1.18435829274122,0
"ENSG00000180758",1.77119573493302,0,0,0.944087511294902,0.947493783180028,0.891132962009194,1.93961040585188,1.04666888730596,1.18435829274122,1.00949247242141
"ENSG00000207865",0.885597867466508,0,1.11966518482399,1.8881750225898,2.84248134954008,0.891132962009194,4.8490260146297,2.09333777461192,4.73743317096486,2.01898494484282
"ENSG00000234546",0.885597867466508,1.03021336848799,3.35899555447196,2.83226253388471,2.84248134954008,1.78226592401839,2.90941560877782,3.14000666191788,5.92179146370608,3.02847741726423
"ENSG00000049239",6.19918507226556,4.12085347395195,5.59832592411994,5.66452506776941,6.6324564822602,5.34679777205516,8.72824682633347,7.32668221114172,11.8435829274122,15.1423870863212
"ENSG00000171621",9.74157654213159,7.21149357941591,10.0769866634159,20.7699252484878,12.3174191813404,9.80246258210113,25.2149352760745,19.8867088588132,10.6592246346709,12.1139096690569
"ENSG00000171612",1.77119573493302,2.06042673697597,2.23933036964797,1.8881750225898,1.89498756636006,2.67339888602758,0.969805202925941,2.09333777461192,1.18435829274122,2.01898494484282
"ENSG00000188807",2.65679360239952,3.09064010546396,2.23933036964797,1.8881750225898,1.89498756636006,2.67339888602758,1.93961040585188,2.09333777461192,2.36871658548243,2.01898494484282
"ENSG00000171608",2.65679360239952,4.12085347395195,1.11966518482399,2.83226253388471,1.89498756636006,0.891132962009194,3.87922081170376,2.09333777461192,4.73743317096486,5.04746236210705
"ENSG00000231789",0.885597867466508,1.03021336848799,0,1.8881750225898,0.947493783180028,0.891132962009194,2.90941560877782,4.18667554922384,1.18435829274122,1.00949247242141
"ENSG00000171603",38.9663061685264,49.4502416874234,49.2652681322554,38.707587963091,40.7422326767412,38.3187173663953,57.2185069726305,74.3134909987231,48.5586900023898,46.4366537313849
"ENSG00000178585",4.42798933733254,7.21149357941591,5.59832592411994,4.72043755647451,4.73746891590014,5.34679777205516,2.90941560877782,5.2333444365298,3.55307487822365,3.02847741726423
"ENSG00000162441",4.42798933733254,4.12085347395195,3.35899555447196,2.83226253388471,3.78997513272011,5.34679777205516,2.90941560877782,4.18667554922384,1.18435829274122,3.02847741726423
"ENSG00000173614",2.65679360239952,2.06042673697597,2.23933036964797,1.8881750225898,1.89498756636006,1.78226592401839,1.93961040585188,2.09333777461192,2.36871658548243,2.01898494484282
"ENSG00000130939",8.85597867466508,5.15106684243993,4.47866073929595,6.60861257906431,6.6324564822602,5.34679777205516,5.81883121755564,5.2333444365298,8.29050804918851,10.0949247242141
"ENSG00000054523",3.54239146986603,2.06042673697597,2.23933036964797,2.83226253388471,1.89498756636006,1.78226592401839,2.90941560877782,2.09333777461192,2.36871658548243,3.02847741726423
"ENSG00000142657",109.814135565847,31.9366144231276,34.7096207295436,41.5398504969757,47.3746891590014,150.601470579554,73.7051954223715,85.8268487590887,111.329679517674,80.7593977937128
"ENSG00000175279",0.885597867466508,1.03021336848799,1.11966518482399,0.944087511294902,0.947493783180028,1.78226592401839,0.969805202925941,1.04666888730596,0,1.00949247242141
"ENSG00000160049",5.31358720479905,6.18128021092792,6.71799110894392,5.66452506776941,5.68496269908017,7.12906369607355,4.8490260146297,5.2333444365298,4.73743317096486,5.04746236210705
"ENSG00000142655",6.19918507226556,9.27192031639188,11.1966518482399,6.60861257906431,7.57995026544023,8.91132962009194,5.81883121755564,8.37335109844768,15.3966578056358,7.06644730694987
"ENSG00000120948",30.9959253613278,19.5740540012717,17.9146429571838,19.8258377371929,17.0548880972405,27.625121822285,22.3055196672966,19.8867088588132,16.581016098377,22.208834393271
"ENSG00000271895",1.77119573493302,1.03021336848799,3.35899555447196,2.83226253388471,3.78997513272011,1.78226592401839,5.81883121755564,3.14000666191788,5.92179146370608,2.01898494484282
"ENSG00000116649",39.8519040359929,83.4472828475269,125.402500700287,73.6388258810024,64.4295772562419,105.153689517085,17.4564936526669,42.9134243795444,33.162032196754,44.417668786542
"ENSG00000171824",13.2839680119976,13.3927737903438,14.5556474027118,13.2172251581286,13.2649129645204,14.2581273921471,12.6074676380372,9.42001998575364,15.3966578056358,11.1044171966355
"ENSG00000198793",7.97038080719858,5.15106684243993,4.47866073929595,4.72043755647451,5.68496269908017,4.45566481004597,7.75844162340753,6.28001332383576,8.29050804918851,7.06644730694987
"ENSG00000120942",2.65679360239952,3.09064010546396,3.35899555447196,2.83226253388471,1.89498756636006,2.67339888602758,1.93961040585188,2.09333777461192,2.36871658548243,2.01898494484282
"ENSG00000116661",0,1.03021336848799,0,0.944087511294902,1.89498756636006,0,2.90941560877782,2.09333777461192,4.73743317096486,1.00949247242141
"ENSG00000132879",2.65679360239952,4.12085347395195,3.35899555447196,5.66452506776941,4.73746891590014,2.67339888602758,6.78863642048158,5.2333444365298,13.0279412201534,4.03796988968564
"ENSG00000116663",2.65679360239952,4.12085347395195,1.11966518482399,3.77635004517961,5.68496269908017,3.56453184803678,5.81883121755564,11.5133577603656,9.47486634192973,4.03796988968564
"ENSG00000116670",7.08478293973207,9.27192031639188,6.71799110894392,7.55270009035922,7.57995026544023,12.4758614681287,2.90941560877782,4.18667554922384,4.73743317096486,5.04746236210705
"ENSG00000177674",13.2839680119976,24.7251208437117,10.0769866634159,16.9935752033082,15.1599005308805,15.1492603541563,12.6074676380372,14.6533644222834,22.5028075620831,13.1234021414783
"ENSG00000177000",2.65679360239952,1.03021336848799,1.11966518482399,2.83226253388471,2.84248134954008,1.78226592401839,3.87922081170376,2.09333777461192,4.73743317096486,4.03796988968564
"ENSG00000011021",3.54239146986603,2.06042673697597,2.23933036964797,4.72043755647451,4.73746891590014,2.67339888602758,4.8490260146297,3.14000666191788,5.92179146370608,5.04746236210705
"ENSG00000242349",0.885597867466508,0,0,1.8881750225898,1.89498756636006,0.891132962009194,0.969805202925941,1.04666888730596,1.18435829274122,2.01898494484282
"ENSG00000116685",16.8263594818637,27.8157609491756,30.2309599902477,18.881750225898,17.0548880972405,24.0605899742482,20.3659092614448,26.166722182649,39.0838236604601,22.208834393271
"ENSG00000083444",51.3646763130575,197.800966749693,497.13134206185,68.9183883245279,66.324564822602,57.0325095685884,54.3090913638527,77.453497660641,152.782219763617,113.063156911198
"ENSG00000116688",23.0255445541292,20.6042673697597,17.9146429571838,16.9935752033082,23.6873445795007,21.3871910882207,22.3055196672966,24.0733844080371,27.240240733048,24.2278193381138
"ENSG00000116691",5.31358720479905,3.09064010546396,5.59832592411994,4.72043755647451,5.68496269908017,6.23793073406436,3.87922081170376,4.18667554922384,7.10614975644729,4.03796988968564
"ENSG00000028137",3.54239146986603,1.03021336848799,1.11966518482399,3.77635004517961,0.947493783180028,10.6935955441103,0,1.04666888730596,2.36871658548243,4.03796988968564
"ENSG00000048707",2.65679360239952,1.03021336848799,1.11966518482399,1.8881750225898,1.89498756636006,1.78226592401839,3.87922081170376,2.09333777461192,4.73743317096486,4.03796988968564
"ENSG00000239149",0,2.06042673697597,2.23933036964797,0,1.89498756636006,0.891132962009194,0.969805202925941,1.04666888730596,1.18435829274122,0
"ENSG00000162496",19.4831530842632,18.5438406327838,1.11966518482399,23.6021877823725,72.0095275216821,41.8832492144321,25.2149352760745,126.646935364021,257.005749524844,47.4461462038063
"ENSG00000221340",0,1.03021336848799,0,0.944087511294902,2.84248134954008,1.78226592401839,1.93961040585188,3.14000666191788,15.3966578056358,1.00949247242141
"ENSG00000272482",0,0,0,0,1.89498756636006,1.78226592401839,0.969805202925941,2.09333777461192,3.55307487822365,2.01898494484282
"ENSG00000162493",40.7375019034594,1.03021336848799,0,28.3226253388471,14.2124067477004,22.2783240502298,25.2149352760745,101.526882068678,22.5028075620831,22.208834393271
"ENSG00000116731",4.42798933733254,1.03021336848799,1.11966518482399,1.8881750225898,2.84248134954008,1.78226592401839,2.90941560877782,3.14000666191788,2.36871658548243,3.02847741726423
"ENSG00000189337",2.65679360239952,1.03021336848799,1.11966518482399,0.944087511294902,0.947493783180028,0.891132962009194,2.90941560877782,1.04666888730596,1.18435829274122,1.00949247242141
"ENSG00000171729",15.0551637469306,3.09064010546396,0,6.60861257906431,10.4224316149803,17.8226592401839,15.5168832468151,18.8400399715073,21.3184492693419,6.05695483452846
"ENSG00000142634",18.5975552167967,27.8157609491756,13.4359822178878,21.7140127597827,19.8973694467806,36.536451442377,8.72824682633347,12.5600266476715,17.7653743911182,19.1803569760068
"ENSG00000132906",0.885597867466508,2.06042673697597,1.11966518482399,1.8881750225898,1.89498756636006,1.78226592401839,1.93961040585188,2.09333777461192,2.36871658548243,2.01898494484282
"ENSG00000116138",2.65679360239952,2.06042673697597,2.23933036964797,1.8881750225898,1.89498756636006,1.78226592401839,2.90941560877782,3.14000666191788,3.55307487822365,3.02847741726423
"ENSG00000235084",0.885597867466508,2.06042673697597,2.23933036964797,0.944087511294902,0.947493783180028,0.891132962009194,0.969805202925941,1.04666888730596,0,0
"ENSG00000197312",1.77119573493302,1.03021336848799,1.11966518482399,1.8881750225898,0.947493783180028,0.891132962009194,0.969805202925941,1.04666888730596,1.18435829274122,1.00949247242141
"ENSG00000116786",22.1399466866627,28.8459743176636,22.3933036964797,27.3785378275522,30.3198010617609,21.3871910882207,22.3055196672966,30.3533977318728,52.1117648806135,33.3132515899065
"ENSG00000162458",33.6527189637273,31.9366144231276,76.1372325680311,58.5334257002839,25.5823321458608,19.6049251642023,42.6714289287414,39.7734177176265,52.1117648806135,36.3417290071708
"ENSG00000224321",0.885597867466508,2.06042673697597,3.35899555447196,2.83226253388471,1.89498756636006,1.78226592401839,0.969805202925941,1.04666888730596,1.18435829274122,1.00949247242141
"ENSG00000233954",7.97038080719858,14.4229871588318,17.9146429571838,7.55270009035922,10.4224316149803,8.91132962009194,4.8490260146297,7.32668221114172,5.92179146370608,5.04746236210705
"ENSG00000178715",2.65679360239952,2.06042673697597,2.23933036964797,0.944087511294902,0.947493783180028,2.67339888602758,0,0,0,1.00949247242141
"ENSG00000065526",6.19918507226556,2.06042673697597,2.23933036964797,3.77635004517961,2.84248134954008,1.78226592401839,4.8490260146297,3.14000666191788,4.73743317096486,5.04746236210705
"ENSG00000116809",5.31358720479905,5.15106684243993,6.71799110894392,5.66452506776941,5.68496269908017,5.34679777205516,6.78863642048158,5.2333444365298,7.10614975644729,5.04746236210705
"ENSG00000173641",1.77119573493302,61.8128021092792,26.8719644357757,64.1979507680533,57.7971207739817,3.56453184803678,1.93961040585188,4.18667554922384,27.240240733048,21.1993419208496
"ENSG00000142627",16.8263594818637,35.0272545285915,27.9916296205997,12.2731376468337,17.0548880972405,6.23793073406436,20.3659092614448,14.6533644222834,13.0279412201534,23.2183268656924
"ENSG00000142632",1.77119573493302,2.06042673697597,2.23933036964797,1.8881750225898,1.89498756636006,0.891132962009194,2.90941560877782,2.09333777461192,2.36871658548243,2.01898494484282
"ENSG00000204377",3.54239146986603,6.18128021092792,7.83765629376791,6.60861257906431,8.52744404862025,4.45566481004597,6.78863642048158,10.4666888730596,11.8435829274122,4.03796988968564
"ENSG00000132881",1.77119573493302,2.06042673697597,1.11966518482399,0.944087511294902,1.89498756636006,0.891132962009194,0.969805202925941,1.04666888730596,1.18435829274122,2.01898494484282
"ENSG00000037637",3.54239146986603,2.06042673697597,3.35899555447196,3.77635004517961,2.84248134954008,1.78226592401839,2.90941560877782,3.14000666191788,4.73743317096486,3.02847741726423
"ENSG00000055070",32.7671210962608,33.9970411601036,27.9916296205997,26.4344503162573,29.3723072785809,40.1009832904137,15.5168832468151,34.5400732810967,24.8715241475655,33.3132515899065
"ENSG00000157191",12.3983701445311,10.3021336848799,11.1966518482399,10.3849626242439,10.4224316149803,13.3669944301379,10.6678572321853,12.5600266476715,15.3966578056358,13.1234021414783
"ENSG00000219481",5.31358720479905,2.06042673697597,3.35899555447196,3.77635004517961,3.78997513272011,3.56453184803678,7.75844162340753,4.18667554922384,5.92179146370608,5.04746236210705
"ENSG00000215908",4.42798933733254,2.06042673697597,4.47866073929595,2.83226253388471,3.78997513272011,1.78226592401839,5.81883121755564,3.14000666191788,3.55307487822365,3.02847741726423
"ENSG00000058453",0.885597867466508,1.03021336848799,2.23933036964797,2.83226253388471,2.84248134954008,1.78226592401839,2.90941560877782,1.04666888730596,5.92179146370608,3.02847741726423
"ENSG00000238142",0,3.09064010546396,2.23933036964797,4.72043755647451,4.73746891590014,2.67339888602758,2.90941560877782,4.18667554922384,4.73743317096486,4.03796988968564
"ENSG00000117122",0,3.09064010546396,21.2736385116558,20.7699252484878,5.68496269908017,0.891132962009194,10.6678572321853,3.14000666191788,13.0279412201534,15.1423870863212
